name,uri
genetic resources,http://aims.fao.org/aos/agrovoc/c_3218
gear handling,http://aims.fao.org/aos/agrovoc/c_caa9ff73
hydrogeology,http://aims.fao.org/aos/agrovoc/c_11669
growth promoters,http://aims.fao.org/aos/agrovoc/c_331550
grading,http://aims.fao.org/aos/agrovoc/c_3341
glucose,http://aims.fao.org/aos/agrovoc/c_3287
geography,http://aims.fao.org/aos/agrovoc/c_3230
Green's function,http://aims.fao.org/aos/agrovoc/c_95c6efb3
gastropod fisheries,http://aims.fao.org/aos/agrovoc/c_3dfb70b0
graphics,http://aims.fao.org/aos/agrovoc/c_5d8907a5
glutamic acid,http://aims.fao.org/aos/agrovoc/c_3291
geostatistics,http://aims.fao.org/aos/agrovoc/c_ded17449
germination,http://aims.fao.org/aos/agrovoc/c_3247
gravity surveys,http://aims.fao.org/aos/agrovoc/c_0a6a5b59
gene expression,http://aims.fao.org/aos/agrovoc/c_27527
dynamic height,http://aims.fao.org/aos/agrovoc/c_05e91eaa
gale force winds,http://aims.fao.org/aos/agrovoc/c_8d033cd0
gall bladder,http://aims.fao.org/aos/agrovoc/c_3173
oil and gas industries,http://aims.fao.org/aos/agrovoc/c_98438c8b
nucleotide sequence,http://aims.fao.org/aos/agrovoc/c_27583
collection,http://aims.fao.org/aos/agrovoc/c_330898
grouting,http://aims.fao.org/aos/agrovoc/c_d2e42ffb
groundwater pollution,http://aims.fao.org/aos/agrovoc/c_36556
inertial waves,http://aims.fao.org/aos/agrovoc/c_ef624d23
graben,http://aims.fao.org/aos/agrovoc/c_fac1b919
dynamic topography,http://aims.fao.org/aos/agrovoc/c_1810e50d
granuloma,http://aims.fao.org/aos/agrovoc/c_35136
gyroscopes,http://aims.fao.org/aos/agrovoc/c_63747380
genotypes,http://aims.fao.org/aos/agrovoc/c_3225
gas turbation,http://aims.fao.org/aos/agrovoc/c_b09277cb
geothermal data,http://aims.fao.org/aos/agrovoc/c_8ee94270
glucocorticoids,http://aims.fao.org/aos/agrovoc/c_3286
ganglia,http://aims.fao.org/aos/agrovoc/c_3187
gas terminals,http://aims.fao.org/aos/agrovoc/c_cab730f5
gauges,http://aims.fao.org/aos/agrovoc/c_9a34cdac
germanium,http://aims.fao.org/aos/agrovoc/c_dc31f847
grain shape,http://aims.fao.org/aos/agrovoc/c_22e67713
gravity,http://aims.fao.org/aos/agrovoc/c_24586
groundwater,http://aims.fao.org/aos/agrovoc/c_3391
geothermal properties,http://aims.fao.org/aos/agrovoc/c_a9d919f6
demersal fish,http://aims.fao.org/aos/agrovoc/c_70541e30
geological surveys,http://aims.fao.org/aos/agrovoc/c_fa4da7fa
gyrocompasses,http://aims.fao.org/aos/agrovoc/c_98e7eac0
game fishes,http://aims.fao.org/aos/agrovoc/c_3181
plate tectonics,http://aims.fao.org/aos/agrovoc/c_6f0cf1fd
genetic techniques,http://aims.fao.org/aos/agrovoc/c_331008
gametogenesis,http://aims.fao.org/aos/agrovoc/c_27931
genomic imprinting,http://aims.fao.org/aos/agrovoc/c_3e1e050f
geoid anomalies,http://aims.fao.org/aos/agrovoc/c_57ecf672
glacial erosion,http://aims.fao.org/aos/agrovoc/c_b96cda43
geothermal equipment,http://aims.fao.org/aos/agrovoc/c_b3ceaf2e
hot springs,http://aims.fao.org/aos/agrovoc/c_6b5ea6d3
gold compounds,http://aims.fao.org/aos/agrovoc/c_9b6a1e02
wastes,http://aims.fao.org/aos/agrovoc/c_8307
gallium,http://aims.fao.org/aos/agrovoc/c_a69c31f8
gas solubility,http://aims.fao.org/aos/agrovoc/c_1d7e0b65
geotechnology,http://aims.fao.org/aos/agrovoc/c_71aee624
growth rings,http://aims.fao.org/aos/agrovoc/c_3399
gastropod culture,http://aims.fao.org/aos/agrovoc/c_0b85ab85
organisms,http://aims.fao.org/aos/agrovoc/c_49904
groundwater table,http://aims.fao.org/aos/agrovoc/c_16075
growth,http://aims.fao.org/aos/agrovoc/c_3394
genetic distance,http://aims.fao.org/aos/agrovoc/c_27530
granulocytes,http://aims.fao.org/aos/agrovoc/c_11258
gillraker counts,http://aims.fao.org/aos/agrovoc/c_44dba8a5
genomes,http://aims.fao.org/aos/agrovoc/c_3224
"abandoned, lost or discarded fishing gear",http://aims.fao.org/aos/agrovoc/c_9d5917cc
developmental stages,http://aims.fao.org/aos/agrovoc/c_2230
globalization,http://aims.fao.org/aos/agrovoc/c_37880
guyed towers,http://aims.fao.org/aos/agrovoc/c_719075fd
glycogen,http://aims.fao.org/aos/agrovoc/c_3303
geographical isolation,http://aims.fao.org/aos/agrovoc/c_5f67afba
geological collections,http://aims.fao.org/aos/agrovoc/c_5b13872a
geodesy,http://aims.fao.org/aos/agrovoc/c_3228
